23824,210000.0,2,1,2,50,-1,-1,-2,-1,-1,-1,1561.0,0.0,0.0,806.0,1945.0,0.0,0.0,0.0,806.0,1945.0,0.0,1315.0,0
23825,50000.0,2,3,1,51,0,0,0,0,0,0,45096.0,28907.0,29691.0,29104.0,28968.0,29440.0,1500.0,1508.0,1502.0,1100.0,1032.0,4500.0,0
23826,30000.0,2,2,2,51,0,0,2,2,2,2,22473.0,25293.0,24602.0,27964.0,27232.0,29800.0,3200.0,1.0,3801.0,0.0,3001.0,0.0,0
23827,130000.0,2,2,1,51,0,0,0,0,0,0,124619.0,128845.0,131045.0,94390.0,91111.0,93112.0,6301.0,6000.0,5000.0,4000.0,3500.0,4000.0,0
23828,280000.0,2,2,1,50,2,2,2,2,0,0,106341.0,108711.0,111510.0,108253.0,109065.0,111447.0,5600.0,6000.0,0.0,4100.0,4300.0,4300.0,1
23829,240000.0,2,1,1,51,-2,-2,-2,-1,-1,-1,4302.0,542.0,3934.0,6630.0,6817.0,7658.0,546.0,3953.0,6646.0,6865.0,7673.0,4208.0,0
23830,240000.0,2,3,1,50,0,0,0,0,0,0,242152.0,237635.0,242191.0,212879.0,185490.0,188850.0,8000.0,8000.0,7000.0,6000.0,6000.0,7000.0,0
23831,270000.0,2,2,1,51,-1,-1,-1,0,-1,-1,7582.0,10392.0,11088.0,6045.0,750.0,4003.0,10392.0,11586.0,6013.0,750.0,4003.0,5000.0,0
23832,500000.0,2,1,1,52,-2,-2,-2,-2,-2,-2,9534.0,9164.0,9285.0,20348.0,10893.0,9697.0,9267.0,9961.0,20390.0,10925.0,9718.0,13021.0,0
23833,170000.0,2,3,2,53,0,0,0,0,0,0,161858.0,162402.0,159863.0,159700.0,77043.0,77047.0,5800.0,6500.0,5000.0,3000.0,3000.0,2500.0,0
23834,80000.0,2,3,1,50,2,3,2,2,2,0,2684.0,2502.0,2321.0,4247.0,3914.0,3242.0,0.0,0.0,2001.0,4.0,1073.0,23076.0,0
23835,280000.0,2,3,1,53,0,0,0,2,0,0,4866.0,4405.0,7322.0,7043.0,8932.0,9654.0,1200.0,3000.0,0.0,2000.0,1000.0,2000.0,0
23836,110000.0,2,1,1,52,-1,-1,-2,-1,-1,-2,1865.0,0.0,0.0,1930.0,-170.0,-170.0,0.0,0.0,1930.0,0.0,0.0,0.0,0
23837,250000.0,2,1,1,54,-1,-1,-1,-1,0,-1,390.0,1090.0,390.0,2855.0,390.0,2950.0,1090.0,390.0,2855.0,0.0,2950.0,0.0,0
23838,360000.0,2,2,2,54,0,0,0,0,0,0,217936.0,202845.0,177252.0,165622.0,167824.0,156851.0,8880.0,7992.0,5627.0,5554.0,5456.0,5445.0,0
23839,50000.0,2,3,3,53,0,0,0,0,0,0,49326.0,50302.0,50036.0,48816.0,19587.0,18406.0,1803.0,2100.0,1500.0,1000.0,700.0,600.0,1
23840,280000.0,2,2,1,57,-1,-1,-1,-1,0,-1,7640.0,9369.0,12261.0,12610.0,3160.0,9380.0,9369.0,12277.0,12610.0,0.0,9380.0,2098.0,0
23841,500000.0,2,2,1,54,0,0,0,0,0,0,455977.0,397418.0,392278.0,375931.0,364134.0,354019.0,13455.0,13691.0,12692.0,11883.0,11922.0,10032.0,0
23842,260000.0,2,3,1,65,0,0,0,0,0,0,225028.0,188891.0,174617.0,178214.0,182251.0,186144.0,8165.0,6500.0,6500.0,7000.0,7000.0,7500.0,0
23843,250000.0,2,2,1,52,-2,-2,-2,-2,-2,-1,1376.0,4038.0,313.0,316.0,657.0,993.0,4038.0,313.0,316.0,657.0,993.0,3039.0,1
23844,140000.0,2,3,1,56,0,0,0,0,0,0,141342.0,137996.0,139888.0,126590.0,111187.0,111414.0,5025.0,5962.0,4878.0,4100.0,4200.0,4003.0,0
23845,180000.0,2,1,1,55,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23846,190000.0,2,2,1,52,-2,-2,-1,-1,-1,-1,175.0,1547.0,6101.0,4803.0,5039.0,0.0,1547.0,6101.0,4803.0,5039.0,0.0,0.0,0
23847,290000.0,2,1,1,52,0,0,0,2,2,2,85532.0,69025.0,85735.0,79698.0,71981.0,63168.0,12000.0,20000.0,0.0,5500.0,0.0,10000.0,0
23848,230000.0,2,1,2,53,-2,-2,-2,-2,-2,-2,0.0,742.0,0.0,0.0,596.0,4870.0,742.0,0.0,0.0,596.0,4870.0,0.0,0
23849,220000.0,2,2,1,54,-1,-1,-1,-1,-1,-1,265.0,4786.0,2367.0,2873.0,11768.0,7484.0,4786.0,2367.0,2888.0,11768.0,7484.0,13062.0,0
23850,30000.0,2,2,1,60,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23851,300000.0,2,2,2,57,-1,-1,-1,2,-1,0,2890.0,390.0,1380.0,390.0,1170.0,390.0,390.0,1380.0,0.0,1170.0,0.0,0.0,0
23852,260000.0,2,3,1,57,-1,2,-1,2,-1,-1,1148.0,123.0,1668.0,446.0,123.0,35722.0,0.0,1668.0,0.0,490.0,35722.0,0.0,0
23853,140000.0,2,2,1,58,2,2,2,2,2,2,68859.0,70428.0,71902.0,72924.0,72335.0,75508.0,3300.0,3200.0,2800.0,1200.0,4500.0,3000.0,1
23854,350000.0,2,1,1,57,-2,-2,-2,-2,-2,-2,7617.0,2554.0,44293.0,66525.0,7502.0,15268.0,2558.0,44538.0,67211.0,7502.0,15268.0,228300.0,0
23855,70000.0,1,2,1,40,0,0,0,0,0,0,30346.0,27040.0,23756.0,18897.0,10873.0,10707.0,1681.0,1635.0,1463.0,525.0,535.0,570.0,0
23856,200000.0,1,2,2,30,0,0,0,0,0,0,183464.0,184391.0,169311.0,165686.0,162639.0,165627.0,7197.0,7035.0,7032.0,6008.0,7002.0,6523.0,0
23857,90000.0,1,1,2,31,2,0,0,0,0,0,90226.0,90378.0,27831.0,28790.0,29087.0,28941.0,2500.0,1500.0,1443.0,1100.0,1042.0,2000.0,1
